poliza;predio_cop_2024;estrato;sistema_constructivo;tipo_predio;localidad;area_construida;alcobas;banos;subestructura_cimentacion;divisiones_interiores;fachada;ventaneria;pisos_alcobas;tipo_cocina;pisos_baños;lavadero;puerta_principal;puertas_interiores
1095;243543.6253;4;Tradicional aporticado;Apartamento;Chapinero;55;2;1;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1096;271219.0373;4;Tradicional aporticado;Apartamento;Chapinero;55;2;1;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
1097;1687517.752;5;Tradicional aporticado;Apartamento;Chapinero;209;3;4;Cimentaciones - Caissons;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madera
1098;1260739.426;5;Tradicional aporticado;Apartamento;Chapinero;173;3;4;Cimentaciones - Caissons;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madera
1099;192620.8673;6;Tradicional aporticado;Apartamento;Chapinero;33;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1100;513655.6461;6;Tradicional aporticado;Apartamento;Chapinero;88;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1101;484470.6662;6;Tradicional aporticado;Apartamento;Chapinero;85;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1102;315197.7828;6;Tradicional aporticado;Apartamento;Chapinero;54;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1103;368334.5738;6;Tradicional aporticado;Apartamento;Chapinero;61;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1104;573635.8117;6;Tradicional aporticado;Apartamento;Chapinero;95;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1105;326972.4127;6;Tradicional aporticado;Apartamento;Usaquen;57;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Marmol;Vidrio;Metalica;Melaminico
1106;456895.8921;6;Tradicional aporticado;Apartamento;Usaquen;59;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Marmol;Vidrio;Metalica;Melaminico
1107;417492.1438;6;Tradicional aporticado;Apartamento;Usaquen;72;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Marmol;Vidrio;Metalica;Melaminico
1108;476117.7237;6;Tradicional aporticado;Apartamento;Usaquen;83;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Marmol;Vidrio;Metalica;Melaminico
1109;590744.2482;6;Tradicional aporticado;Apartamento;Usaquen;103;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Marmol;Vidrio;Metalica;Melaminico
1110;863472.8534;6;Tradicional aporticado;Apartamento;Usaquen;143;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Marmol;Vidrio;Metalica;Melaminico
1111;911779.027;6;Tradicional aporticado;Apartamento;Usaquen;151;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Marmol;Vidrio;Metalica;Melaminico
1112;216250.6372;4;Tradicional aporticado;Apartamento;Chapinero;44;1;1;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1113;235251.0655;4;Tradicional aporticado;Apartamento;Chapinero;48;1;1;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1114;269558.5126;4;Tradicional aporticado;Apartamento;Chapinero;55;1;1;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1115;402551.4468;4;Tradicional aporticado;Apartamento;Chapinero;78;2;2;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1116;294063.8319;4;Tradicional aporticado;Apartamento;Chapinero;60;2;2;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1117;225428.8102;4;Tradicional aporticado;Apartamento;Chapinero;46;1;1;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1118;210735.6824;4;Tradicional aporticado;Apartamento;Chapinero;43;1;1;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1119;274439.4489;4;Tradicional aporticado;Apartamento;Chapinero;56;2;2;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1120;392085.1092;4;Tradicional aporticado;Apartamento;Chapinero;80;2;2;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
1121;400538.6896;4;Tradicional aporticado;Apartamento;Barrios Unidos;80;3;2;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1122;535393.4243;4;Tradicional aporticado;Apartamento;Barrios Unidos;102;1;1;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1123;275103.6587;4;Tradicional aporticado;Apartamento;Barrios Unidos;51;3;2;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1124;364928.4785;4;Tradicional aporticado;Apartamento;Barrios Unidos;51;1;1;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1125;364622.8845;6;Tradicional aporticado;Apartamento;Usaquen;60;1;2;Cimentaciones - Placa flotada;Ladrillo de arcilla;Tableta arcilla;Sin definir;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
1126;420666.2619;6;Tradicional aporticado;Apartamento;Usaquen;50;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1127;541431.696;6;Tradicional aporticado;Apartamento;Usaquen;65;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1128;589737.8696;6;Tradicional aporticado;Apartamento;Usaquen;71;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1129;895676.9691;6;Tradicional aporticado;Apartamento;Usaquen;114;2;3;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1130;551092.9307;6;Tradicional aporticado;Apartamento;Usaquen;74;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1131;491515.3166;6;Tradicional aporticado;Apartamento;Usaquen;66;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1132;483061.7362;5;Tradicional aporticado;Apartamento;Chapinero;70;2;2;Cimentaciones - Zapatas;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1133;1066761.334;5;Tradicional aporticado;Apartamento;Chapinero;104;3;3;Cimentaciones - Zapatas;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1134;926270.8791;5;Tradicional aporticado;Apartamento;Chapinero;100;3;3;Cimentaciones - Zapatas;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1135;523316.8808;5;Tradicional aporticado;Apartamento;Chapinero;75;2;2;Cimentaciones - Zapatas;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1136;811744.9925;4;Tradicional aporticado;Apartamento;Usaquen;109;2;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1137;536198.5271;4;Tradicional aporticado;Apartamento;Usaquen;72;1;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1138;908558.6154;4;Tradicional aporticado;Apartamento;Usaquen;122;2;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1139;484873.2177;4;Tradicional aporticado;Apartamento;Usaquen;73;1;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1140;491515.3166;4;Tradicional aporticado;Apartamento;Usaquen;74;1;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1141;611073.0963;4;Tradicional aporticado;Apartamento;Usaquen;92;1;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madecor
1142;392487.6606;6;Tradicional aporticado;Apartamento;Usaquen;35;1;1;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madera
1143;489100.0079;6;Tradicional aporticado;Apartamento;Usaquen;50;2;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madera
1144;749953.3454;6;Tradicional aporticado;Apartamento;Usaquen;81;1;1;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madera
1145;545457.2104;6;Tradicional aporticado;Apartamento;Usaquen;52;3;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madera
1146;942574.2127;6;Tradicional aporticado;Apartamento;Usaquen;107;1;1;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madera
1147;962903.0608;6;Tradicional aporticado;Apartamento;Usaquen;104;2;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madera
1148;887625.9402;6;Tradicional aporticado;Apartamento;Usaquen;105;1;1;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Madera;Integral;Porcelanato;Vidrio;Madera;Madera
1149;512957.8503;4;Tradicional aporticado;Apartamento;Usaquen;93;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Graniplast;Aluminio;Alfombra;Integral;Porcelanato;Otro;Madera;Madecor
1150;255620.1687;4;Tradicional aporticado;Apartamento;Usaquen;57;2;2;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1151;342168.7298;4;Tradicional aporticado;Apartamento;Usaquen;78;3;2;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1152;392487.6606;4;Tradicional aporticado;Apartamento;Usaquen;88;3;2;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1153;452870.3777;4;Tradicional aporticado;Apartamento;Usaquen;96;3;3;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1154;581686.8406;4;Tradicional aporticado;Apartamento;Usaquen;122;3;3;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1155;555520.9966;4;Tradicional aporticado;Apartamento;Usaquen;130;3;3;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1156;692388.4885;4;Tradicional aporticado;Apartamento;Usaquen;159;3;4;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1157;462934.1638;4;Tradicional aporticado;Apartamento;Usaquen;124;3;4;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1158;511240.3374;4;Tradicional aporticado;Apartamento;Usaquen;135;3;3;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Sin definir;Sin definir
1159;749762.1468;6;Tradicional aporticado;Apartamento;Chapinero;58;2;2;Cimentaciones - Pilotes;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Madera;Otro
1160;714528.8181;5;Tradicional aporticado;Apartamento;Usaquen;96;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1161;802826.4652;5;Tradicional aporticado;Apartamento;Usaquen;99;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1162;1491453.11;5;Tradicional aporticado;Apartamento;Usaquen;195;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1163;1008391.374;5;Tradicional aporticado;Apartamento;Usaquen;117;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1164;1453210.723;6;Tradicional aporticado;Apartamento;Suba;221;3;4;Cimentaciones - Zapatas;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1165;1869851.47;6;Tradicional aporticado;Apartamento;Suba;274;4;5;Cimentaciones - Zapatas;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1166;634018.5287;4;Tradicional aporticado;Apartamento;Usaquen;96;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1167;368334.5738;4;Tradicional aporticado;Apartamento;Usaquen;73;2;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1168;253017.0785;4;Tradicional aporticado;Apartamento;Usaquen;44;2;1;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1169;316271.3481;4;Tradicional aporticado;Apartamento;Usaquen;55;2;2;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1170;391026.394;4;Tradicional aporticado;Apartamento;Usaquen;61;3;1;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1171;391026.394;4;Tradicional aporticado;Apartamento;Usaquen;68;3;2;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1172;391026.394;4;Tradicional aporticado;Apartamento;Usaquen;75;3;2;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1173;315197.7828;5;Tradicional aporticado;Apartamento;Suba;58;1;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1174;523316.8808;5;Tradicional aporticado;Apartamento;Suba;85;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1175;668436.6774;5;Tradicional aporticado;Apartamento;Suba;123;3;3;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1176;773301.3293;6;Tradicional aporticado;Apartamento;Usaquen;113;3;3;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Madera
1177;154177.2041;4;Industrializado - Manoportable;Apartamento;Kennedy;40;1;1;Cimentaciones - Pilotes;Concreto;Graniplast;Aluminio;Alfombra;Sólo mesón;Ceramica;Granito;Metalica;Madecor
1178;150151.6897;4;Industrializado - Manoportable;Apartamento;Kennedy;38;1;1;Cimentaciones - Pilotes;Concreto;Graniplast;Aluminio;Alfombra;Sólo mesón;Ceramica;Granito;Metalica;Madecor
1179;369542.2282;4;Industrializado - Manoportable;Apartamento;Kennedy;80;3;2;Cimentaciones - Pilotes;Concreto;Graniplast;Aluminio;Alfombra;Sólo mesón;Ceramica;Granito;Metalica;Madecor
1180;261457.1647;4;Mamposteria estructural;Apartamento;Kennedy;71;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Madecor
1181;226549.916;4;Mamposteria estructural;Apartamento;Kennedy;66;3;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Madecor
1182;235544.9281;4;Mamposteria estructural;Apartamento;Kennedy;67;3;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Madecor
1183;233427.5075;4;Mamposteria estructural;Apartamento;Kennedy;69;3;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Madecor
1184;217176.5056;4;Mamposteria estructural;Apartamento;Kennedy;64;3;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Madecor
1185;663506.3246;4;Industrializado - Manoportable;Apartamento;Usaquen;94;4;3;Cimentaciones - Zapatas;Sin definir;Pañete - estuco - pintura;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1186;718798.5183;4;Industrializado - Manoportable;Apartamento;Usaquen;100;5;4;Cimentaciones - Zapatas;Sin definir;Pañete - estuco - pintura;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1187;330092.1864;4;Tradicional aporticado;Apartamento;Santa fe;49;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Melaminico
1188;517278.6091;4;Tradicional aporticado;Apartamento;Santa fe;69;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Melaminico
1189;607228.7299;4;Tradicional aporticado;Apartamento;Santa fe;85;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Melaminico
1190;722579.847;4;Tradicional aporticado;Apartamento;Santa fe;110;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Melaminico
1191;1808059.823;5;Tradicional aporticado;Apartamento;Chapinero;260;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1192;1006378.617;5;Tradicional aporticado;Apartamento;Chapinero;130;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1193;652771.3879;5;Tradicional aporticado;Apartamento;Chapinero;107;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1194;624695.4372;5;Tradicional aporticado;Apartamento;Chapinero;64;2;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
1195;647014.9022;4;Tradicional aporticado;Apartamento;Santa fe;87;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Melaminico
1196;885613.183;4;Tradicional aporticado;Apartamento;Santa fe;118;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Melaminico
1197;842974.9337;4;Tradicional aporticado;Apartamento;Santa fe;118;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Melaminico
1198;992995.7942;4;Tradicional aporticado;Apartamento;Santa fe;139;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Melaminico
1199;646095.0721;5;Tradicional aporticado;Apartamento;Chapinero;107;3;3;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
